,number,name,position,birthday,age,height,foot,joined,contract,value,squad
19,19.0,Bruma,Left Winger,"Oct 24, 1994",27,173,right,"Jul 1, 2019","Jun 30, 2023",5000000.0,psv eindhoven
20,10.0,Noni Madueke,Right Winger,"Mar 10, 2002",19,182,left,"Mar 14, 2020","Jun 30, 2025",18000000.0,psv eindhoven
21,25.0,Ritsu Doan,Right Winger,"Jun 16, 1998",23,172,left,"Aug 30, 2019","Jun 30, 2024",6500000.0,psv eindhoven
22,9.0,Carlos Vinícius,Centre-Forward,"Mar 25, 1995",26,190,left,"Aug 31, 2021","Jun 30, 2022",12000000.0,psv eindhoven
23,32.0,Yorbe Vertessen,Centre-Forward,"Jan 8, 2001",21,176,right,"Jan 1, 2021","Jun 30, 2025",3500000.0,psv eindhoven
24,20.0,Maximiliano Romero,Centre-Forward,"Jan 9, 1999",23,179,right,"Jan 1, 2018","Jun 30, 2023",3000000.0,psv eindhoven
25,7.0,Eran Zahavi,Centre-Forward,"Jul 25, 1987",34,180,both,"Sep 20, 2020","Jun 30, 2022",1500000.0,psv eindhoven
0,1.0,Etienne Vaessen,Goalkeeper,"Jul 26, 1995",26,189,right,"Jul 1, 2015","Jun 30, 2024",450000.0,rkc waalwijk
1,21.0,Joel Pereira,Goalkeeper,"Jun 28, 1996",25,189,right,"Jul 5, 2021","Jun 30, 2022",300000.0,rkc waalwijk
2,13.0,Mark Spenkelink,Goalkeeper,"Jan 27, 1997",25,196,,"Jan 31, 2022","Jun 30, 2022",100000.0,rkc waalwijk
3,31.0,Issam El Maach,Goalkeeper,"Feb 1, 2000",22,187,right,"Jul 14, 2021","Jun 30, 2022",75000.0,rkc waalwijk
4,59.0,Ahmed Touba,Centre-Back,"Mar 13, 1998",23,190,left,"Aug 29, 2020","Jun 30, 2023",1000000.0,rkc waalwijk
5,3.0,Melle Meulensteen,Centre-Back,"Jul 4, 1999",22,188,right,"Jan 24, 2018","Jun 30, 2024",700000.0,rkc waalwijk
6,24.0,Dario van den Buijs,Centre-Back,"Sep 12, 1995",26,188,left,"Aug 30, 2021","Jun 30, 2025",500000.0,rkc waalwijk
7,4.0,Shawn Adewoye,Centre-Back,"Jun 29, 2000",21,183,right,"Jan 31, 2021","Jun 30, 2023",250000.0,rkc waalwijk
8,15.0,Lars Nieuwpoort,Centre-Back,"Oct 29, 1994",27,189,left,"Jul 22, 2019","Jun 30, 2023",250000.0,rkc waalwijk
9,28.0,Alexander Büttner,Left-Back,"Feb 11, 1989",33,174,left,"Jul 12, 2021","Jun 30, 2022",500000.0,rkc waalwijk
10,5.0,Thierry Lutonda,Left-Back,"Oct 27, 2000",21,167,left,"Jul 1, 2021","Jun 30, 2024",300000.0,rkc waalwijk
11,34.0,Luuk Wouters,Left-Back,"Jun 8, 1999",22,190,left,"Jul 1, 2020",-,250000.0,rkc waalwijk
12,2.0,Juriën Gaari,Right-Back,"Dec 23, 1993",28,181,right,"Jul 1, 2018","Jun 30, 2022",300000.0,rkc waalwijk
13,6.0,Vurnon Anita,Defensive Midfield,"Apr 4, 1989",32,169,right,"Aug 31, 2020","Jun 30, 2022",450000.0,rkc waalwijk
14,8.0,Ayman Azhil,Central Midfield,"Apr 10, 2001",20,170,,"Aug 31, 2020","Jun 30, 2022",300000.0,rkc waalwijk
15,14.0,Achraf El Bouchataoui,Central Midfield,"Jan 12, 2000",22,179,right,"Aug 12, 2021","Jun 30, 2022",250000.0,rkc waalwijk
16,12.0,Hans Mulder,Central Midfield,"Apr 27, 1987",34,180,right,"Oct 4, 2017","Jun 30, 2022",175000.0,rkc waalwijk
17,26.0,Sebbe Augustijns,Central Midfield,"Sep 3, 1999",22,179,right,"Jul 1, 2020","Jun 30, 2023",75000.0,rkc waalwijk
18,33.0,Yassin Oukili,Central Midfield,"Jan 3, 2001",21,195,right,"Jan 20, 2021","Jun 30, 2023",50000.0,rkc waalwijk
19,11.0,Iliass Bel Hassani,Attacking Midfield,"Sep 16, 1992",29,175,left,"Jul 1, 2021","Jun 30, 2022",400000.0,rkc waalwijk
20,10.0,Richard van der Venne,Attacking Midfield,"May 16, 1992",29,173,left,"Jan 20, 2020","Jun 30, 2022",350000.0,rkc waalwijk
21,22.0,Saïd Bakari,Left Winger,"Sep 22, 1994",27,178,right,"Jul 1, 2017","Jun 30, 2023",500000.0,rkc waalwijk
22,20.0,Lennerd Daneels,Left Winger,"Apr 10, 1998",23,172,right,"Jul 1, 2019","Jun 30, 2023",350000.0,rkc waalwijk
23,17.0,Roy Kuijpers,Right Winger,"Jan 17, 2000",22,175,right,"Dec 2, 2021","Jun 30, 2025",350000.0,rkc waalwijk
24,7.0,Jens Odgaard,Centre-Forward,"Mar 31, 1999",22,188,left,"Jul 24, 2021","Jun 30, 2022",1300000.0,rkc waalwijk
25,9.0,Finn Stokkers,Centre-Forward,"Apr 18, 1996",25,180,right,"Sep 11, 2020","Jun 30, 2022",450000.0,rkc waalwijk
26,29.0,Michiel Kramer,Centre-Forward,"Dec 3, 1988",33,196,right,"Jul 20, 2021","Jun 30, 2023",350000.0,rkc waalwijk
27,27.0,David Min,Centre-Forward,"Jun 23, 1999",22,194,right,"Jul 1, 2020","Jun 30, 2023",75000.0,rkc waalwijk
0,1.0,Sonny Stevens,Goalkeeper,"Jun 22, 1992",29,194,right,"Jul 23, 2019","Jun 30, 2022",500000.0,sc cambuur leeuwarden
1,12.0,Pieter Bos,Goalkeeper,"Feb 23, 1997",25,193,right,"Jul 1, 2016","Jun 30, 2023",50000.0,sc cambuur leeuwarden
2,31.0,Brett Minnema,Goalkeeper,"Jan 6, 2002",20,192,,"Jul 1, 2020","Jun 30, 2023",25000.0,sc cambuur leeuwarden
3,15.0,Marco Tol,Centre-Back,"Apr 25, 1998",23,188,right,"Jul 1, 2021","Jun 30, 2024",500000.0,sc cambuur leeuwarden
4,3.0,Calvin Mac-Intosch,Centre-Back,"Aug 9, 1989",32,181,right,"Jul 1, 2019","Jun 30, 2023",325000.0,sc cambuur leeuwarden
5,4.0,Erik Schouten,Centre-Back,"Aug 16, 1991",30,182,both,"Jul 12, 2019","Jun 30, 2022",325000.0,sc cambuur leeuwarden
6,33.0,Jhondly van der Meer,Centre-Back,"Mar 22, 2002",19,183,right,"Jul 1, 2021","Jun 30, 2023",50000.0,sc cambuur leeuwarden
7,16.0,Alex Bangura,Left-Back,"Jul 13, 1999",22,183,left,"Jul 1, 2019","Jun 30, 2023",700000.0,sc cambuur leeuwarden
8,23.0,Maxim Gullit,Left-Back,"May 20, 2001",20,191,left,"Aug 27, 2021","Jun 30, 2023",500000.0,sc cambuur leeuwarden
9,18.0,David Sambissa,Left-Back,"Jan 11, 1996",26,177,left,"Jul 1, 2018","Jun 30, 2022",350000.0,sc cambuur leeuwarden
10,27.0,Sekou Sylla,Left-Back,"Jan 9, 1999",23,180,left,"Jan 7, 2022","Jun 30, 2023",25000.0,sc cambuur leeuwarden
11,5.0,Doke Schmidt,Right-Back,"Apr 7, 1992",29,177,right,"Jul 23, 2019","Jun 30, 2022",350000.0,sc cambuur leeuwarden
12,2.0,Jasper ter Heide,Right-Back,"Mar 29, 1999",22,173,right,"Jul 7, 2020","Jun 30, 2022",225000.0,sc cambuur leeuwarden
13,6.0,Mees Hoedemakers,Defensive Midfield,"Feb 18, 1998",24,181,both,"Jul 1, 2020","Jun 30, 2023",1000000.0,sc cambuur leeuwarden
14,8.0,Jamie Jacobs,Central Midfield,"Dec 3, 1997",24,182,left,"Jul 1, 2019","Jun 30, 2022",900000.0,sc cambuur leeuwarden
15,20.0,Robin Maulun,Attacking Midfield,"Nov 23, 1996",25,176,right,"Jul 1, 2018","Jun 30, 2023",650000.0,sc cambuur leeuwarden
16,10.0,Mitchel Paulissen,Attacking Midfield,"Apr 21, 1993",28,183,right,"Jul 1, 2019","Jun 30, 2023",400000.0,sc cambuur leeuwarden
17,11.0,Patrick Joosten,Left Winger,"Apr 14, 1996",25,177,right,"Jan 11, 2022","Jun 30, 2022",800000.0,sc cambuur leeuwarden
18,7.0,Issa Kallon,Left Winger,"Jan 3, 1996",26,170,right,"Aug 14, 2017","Jun 30, 2022",650000.0,sc cambuur leeuwarden
19,21.0,Tamás Kiss,Left Winger,"Nov 24, 2000",21,167,right,"Aug 16, 2021","Jun 30, 2022",550000.0,sc cambuur leeuwarden
20,14.0,Michael Breij,Right Winger,"Jan 15, 1997",25,181,right,"Jan 1, 2020","Jun 30, 2024",500000.0,sc cambuur leeuwarden
21,17.0,Nick Doodeman,Right Winger,"Oct 22, 1996",25,173,right,"Feb 1, 2021","Jun 30, 2023",500000.0,sc cambuur leeuwarden
22,28.0,Roberts Uldrikis,Centre-Forward,"Apr 3, 1998",23,198,right,"Aug 31, 2021","Jun 30, 2023",700000.0,sc cambuur leeuwarden
23,9.0,Tom Boere,Centre-Forward,"Nov 24, 1992",29,183,right,"Jul 1, 2021","Jun 30, 2023",250000.0,sc cambuur leeuwarden
0,1.0,Erwin Mulder,Goalkeeper,"Mar 3, 1989",33,193,right,"Jul 31, 2020","Jun 30, 2022",600000.0,sc heerenveen
1,22.0,Xavier Mous,Goalkeeper,"Aug 4, 1995",26,188,right,"Jul 1, 2021","Jun 30, 2023",500000.0,sc heerenveen
2,23.0,Jan Bekkema,Goalkeeper,"Apr 9, 1996",25,186,right,"Jul 1, 2020","Jun 30, 2023",50000.0,sc heerenveen
3,24.0,Jaimy Kroesen,Goalkeeper,"Mar 27, 2003",18,184,right,"Jul 1, 2020","Jun 30, 2022",50000.0,sc heerenveen
4,25.0,Pawel Bochniewicz,Centre-Back,"Jan 30, 1996",26,194,left,"Sep 10, 2020","Jun 30, 2023",2200000.0,sc heerenveen
5,14.0,Ibrahim Dresevic,Centre-Back,"Jan 24, 1997",25,186,right,"Jan 31, 2019","Jun 30, 2022",1000000.0,sc heerenveen
6,3.0,Joost van Aken,Centre-Back,"May 13, 1994",27,193,left,"Feb 7, 2022","Jun 30, 2022",700000.0,sc heerenveen
7,4.0,Sven van Beek,Centre-Back,"Jul 28, 1994",27,189,right,"Jul 19, 2021","Jun 30, 2023",650000.0,sc heerenveen
8,15.0,Nick Bakker,Centre-Back,"Jul 21, 1992",29,189,left,"Sep 6, 2021","Jun 30, 2022",400000.0,sc heerenveen
9,2.0,Syb van Ottele,Centre-Back,"Feb 2, 2002",20,185,both,"Jan 8, 2021","Jun 30, 2024",250000.0,sc heerenveen
10,34.0,Timo Zaal,Centre-Back,"Feb 9, 2004",18,m,right,"Jul 1, 2021","Jun 30, 2023",100000.0,sc heerenveen
11,5.0,Lucas Woudenberg,Left-Back,"Apr 25, 1994",27,186,left,"Aug 1, 2017","Jun 30, 2022",750000.0,sc heerenveen
12,13.0,Rami Kaib,Left-Back,"May 8, 1997",24,178,,"Jan 13, 2021","Jun 30, 2024",650000.0,sc heerenveen
13,27.0,Milan van Ewijk,Right-Back,"Sep 8, 2000",21,175,right,"Jul 1, 2021","Jun 30, 2025",1000000.0,sc heerenveen
14,18.0,Hamdi Akujobi,Right-Back,"Jan 20, 2000",22,175,right,"Jul 1, 2019","Jun 30, 2022",200000.0,sc heerenveen
15,10.0,Tibor Halilovic,Defensive Midfield,"Mar 18, 1995",26,176,right,"Jan 11, 2021","Jun 30, 2024",1300000.0,sc heerenveen
16,33.0,Thom Haye,Defensive Midfield,"Feb 9, 1995",27,187,right,"Jan 31, 2022","Jun 30, 2024",900000.0,sc heerenveen
17,29.0,Nicolas Madsen,Defensive Midfield,"Mar 17, 2000",21,m,right,"Aug 31, 2021","Jun 30, 2022",800000.0,sc heerenveen
18,26.0,Anas Tahiri,Central Midfield,"May 15, 1995",26,179,right,"Jan 7, 2022","Jun 30, 2024",500000.0,sc heerenveen
19,19.0,Jan Ras,Central Midfield,"Jan 28, 1999",23,174,right,"Jul 1, 2019","Jun 30, 2022",75000.0,sc heerenveen
20,35.0,Djenahro Nunumete,Central Midfield,"Jan 28, 2002",20,m,left,"Jul 1, 2021","Jun 30, 2022",50000.0,sc heerenveen
21,6.0,Siem de Jong,Attacking Midfield,"Jan 28, 1989",33,185,right,"Jan 4, 2021","Jun 30, 2022",500000.0,sc heerenveen
22,17.0,Rami Al Hajj,Attacking Midfield,"Sep 17, 2001",20,180,right,"Jul 1, 2019","Jun 30, 2023",300000.0,sc heerenveen
23,30.0,Stanislav Shopov,Attacking Midfield,"Feb 23, 2002",20,179,right,"Oct 6, 2020","Jun 30, 2022",250000.0,sc heerenveen
24,7.0,Filip Stevanovic,Left Winger,"Sep 25, 2002",19,177,right,"Jul 9, 2021","Jun 30, 2023",3500000.0,sc heerenveen
25,16.0,Arjen van der Heide,Left Winger,"Nov 19, 2001",20,174,left,"Jul 1, 2019","Jun 30, 2023",600000.0,sc heerenveen
26,11.0,Anthony Musaba,Right Winger,"Dec 6, 2000",21,182,both,"Aug 31, 2021","Jun 30, 2022",1800000.0,sc heerenveen
27,9.0,Amin Sarr,Centre-Forward,"Mar 11, 2001",20,188,right,"Jan 31, 2022","Jun 30, 2025",800000.0,sc heerenveen
28,20.0,Sydney van Hooijdonk,Centre-Forward,"Feb 6, 2000",22,190,right,"Jan 25, 2022","Jun 30, 2022",800000.0,sc heerenveen
0,-,Maduka Okoye,Goalkeeper,"Aug 28, 1999",22,197,right,"Jan 2, 2022","Jun 30, 2022",3000000.0,sparta rotterdam
1,-,Benjamin van Leer,Goalkeeper,"Apr 9, 1992",29,187,right,"Jul 1, 2020","Jun 30, 2022",300000.0,sparta rotterdam
2,-,Tim Coremans,Goalkeeper,"Apr 10, 1991",30,186,right,"Jul 1, 2018","Jun 30, 2022",250000.0,sparta rotterdam
3,-,Michaël Heylen,Centre-Back,"Jan 3, 1994",28,187,right,"Jul 1, 2020","Jun 30, 2022",450000.0,sparta rotterdam
4,-,Tom Beugelsdijk,Centre-Back,"Aug 7, 1990",31,192,right,"Aug 14, 2020","Jun 30, 2022",400000.0,sparta rotterdam
5,-,Bart Vriends,Centre-Back,"May 9, 1991",30,188,right,"Jul 1, 2016","Jun 30, 2022",300000.0,sparta rotterdam
6,-,Riza Durmisi,Left-Back,"Jan 8, 1994",28,168,left,"Jan 31, 2022","Jun 30, 2022",600000.0,sparta rotterdam
7,-,Mica Pinto,Left-Back,"Jun 4, 1993",28,176,left,"Jan 1, 2020","Jun 30, 2023",600000.0,sparta rotterdam
8,-,Aaron Meijers,Left-Back,"Oct 28, 1987",34,176,left,"Aug 30, 2021",-,250000.0,sparta rotterdam
9,-,Giannis Masouras,Right-Back,"Aug 24, 1996",25,181,right,"Aug 31, 2021","Jun 30, 2022",600000.0,sparta rotterdam
10,-,Laurent Jans,Right-Back,"Aug 5, 1992",29,175,right,"Jul 1, 2021","Jun 30, 2023",400000.0,sparta rotterdam
11,-,Dirk Abels,Right-Back,"Jun 13, 1997",24,181,right,"Jan 16, 2019","Jun 30, 2023",400000.0,sparta rotterdam
12,-,Joeri de Kamps,Defensive Midfield,"Feb 10, 1992",30,176,left,"Jan 20, 2022","Jun 30, 2022",475000.0,sparta rotterdam
13,-,Adil Auassar,Defensive Midfield,"Oct 6, 1986",35,186,left,"Jul 6, 2018","Jun 30, 2022",275000.0,sparta rotterdam
14,-,Sven Mijnans,Right Midfield,"Mar 9, 2000",22,190,left,"Jul 1, 2020","Jun 30, 2024",700000.0,sparta rotterdam
15,-,Younes Namli,Attacking Midfield,"Jun 20, 1994",27,180,left,"Jan 11, 2022","Jun 30, 2022",1500000.0,sparta rotterdam
16,-,Arno Verschueren,Attacking Midfield,"Apr 8, 1997",24,185,right,"Jan 19, 2022","Jun 30, 2022",600000.0,sparta rotterdam
17,-,Vito van Crooij,Right Winger,"Jan 29, 1996",26,179,right,"Jul 1, 2021","Jun 30, 2024",650000.0,sparta rotterdam
18,-,Adrián Dalmau,Centre-Forward,"Mar 23, 1994",27,182,right,"Jan 1, 2022","Jun 30, 2022",1000000.0,sparta rotterdam
19,-,Lennart Thy,Centre-Forward,"Feb 25, 1992",30,184,right,"Jul 1, 2020","Jun 30, 2022",700000.0,sparta rotterdam
20,-,Mario Engels,Centre-Forward,"Oct 22, 1993",28,184,right,"Oct 4, 2020","Jun 30, 2022",500000.0,sparta rotterdam
0,1.0,Markus Schubert,Goalkeeper,"Jun 12, 1998",23,187,right,"Jul 14, 2021","Jun 30, 2024",1000000.0,vitesse arnheim
1,24.0,Jeroen Houwen,Goalkeeper,"Feb 18, 1996",26,188,right,"Jul 1, 2016","Jun 30, 2023",325000.0,vitesse arnheim
2,33.0,Daan Reiziger,Goalkeeper,"Jun 18, 2001",20,187,right,"Jul 1, 2021","Jun 30, 2024",150000.0,vitesse arnheim
3,23.0,Eric Verstappen,Goalkeeper,"May 19, 1994",27,196,right,"Nov 2, 2021","Jun 30, 2022",125000.0,vitesse arnheim
4,10.0,Riechedly Bazoer,Centre-Back,"Oct 12, 1996",25,184,right,"Jul 12, 2019","Jun 30, 2022",4000000.0,vitesse arnheim
5,3.0,Danilho Doekhi,Centre-Back,"Jun 30, 1998",23,190,right,"Jul 4, 2018","Jun 30, 2022",3000000.0,vitesse arnheim
6,6.0,Jacob Rasmussen,Centre-Back,"May 28, 1997",24,190,left,"Jul 21, 2020","Jun 30, 2022",3000000.0,vitesse arnheim
7,16.0,Dominik Oroz,Centre-Back,"Oct 29, 2000",21,192,right,"Jan 5, 2021","Jun 30, 2023",500000.0,vitesse arnheim
8,18.0,Tomas Hajek,Centre-Back,"Dec 1, 1991",30,187,left,"Jul 1, 2019","Jun 30, 2023",400000.0,vitesse arnheim
9,39.0,Enzo Cornelisse,Centre-Back,"Jun 29, 2002",19,m,left,"Aug 24, 2020","Jun 30, 2024",300000.0,vitesse arnheim
10,32.0,Maximilian Wittek,Left-Back,"Aug 21, 1995",26,173,left,"Jul 21, 2020","Jun 30, 2024",2000000.0,vitesse arnheim
11,42.0,Million Manhoef,Left-Back,"Jan 3, 2002",20,179,left,"Aug 7, 2020","Jun 30, 2023",300000.0,vitesse arnheim
12,2.0,Eli Dasa,Right-Back,"Dec 3, 1992",29,178,right,"Sep 9, 2019","Jun 30, 2022",1500000.0,vitesse arnheim
13,27.0,Romaric Yapi,Right-Back,"Jul 13, 2000",21,178,right,"Jul 11, 2021","Jun 30, 2024",200000.0,vitesse arnheim
14,21.0,Matus Bero,Central Midfield,"Sep 6, 1995",26,181,right,"Jul 3, 2018","Jun 30, 2023",1800000.0,vitesse arnheim
15,8.0,Sondre Tronstad,Central Midfield,"Aug 26, 1995",26,174,right,"Jan 24, 2020","Jun 30, 2023",1300000.0,vitesse arnheim
16,22.0,Toni Domgjoni,Central Midfield,"Sep 4, 1998",23,179,right,"Jul 1, 2021","Jun 30, 2024",1000000.0,vitesse arnheim
17,36.0,Patrick Vroegh,Central Midfield,"Nov 29, 1999",22,175,left,"Sep 19, 2019","Jun 30, 2023",250000.0,vitesse arnheim
18,20.0,Yann Gboho,Attacking Midfield,"Jan 14, 2001",21,178,right,"Jul 22, 2021","Jun 30, 2022",3500000.0,vitesse arnheim
19,40.0,Daan Huisman,Attacking Midfield,"Jul 26, 2002",19,189,right,"Aug 7, 2020","Jun 30, 2023",500000.0,vitesse arnheim
20,44.0,Enrico Hernández,Attacking Midfield,"Feb 23, 2001",21,179,right,"Jul 1, 2021","Jun 30, 2024",200000.0,vitesse arnheim
21,52.0,Gyan de Regt,Left Winger,"Aug 18, 2003",18,176,,"Jan 12, 2022","Jun 30, 2025",200000.0,vitesse arnheim
22,7.0,Loïs Openda,Centre-Forward,"Feb 16, 2000",22,175,right,"Jul 21, 2020","Jun 30, 2022",4000000.0,vitesse arnheim
23,9.0,Adrian Grbic,Centre-Forward,"Aug 4, 1996",25,188,both,"Jan 11, 2022","Jun 30, 2022",4000000.0,vitesse arnheim
24,11.0,Nikolai Baden Frederiksen,Centre-Forward,"May 18, 2000",21,179,left,"Jul 14, 2021","Jun 30, 2024",2500000.0,vitesse arnheim
25,29.0,Thomas Buitink,Centre-Forward,"Jun 14, 2000",21,174,right,"Jul 1, 2018","Jun 30, 2023",700000.0,vitesse arnheim
0,21.0,Timon Wellenreuther,Goalkeeper,"Dec 3, 1995",26,188,right,"Aug 18, 2021","Jun 30, 2022",1000000.0,willem ii tilburg
1,26.0,Jorn Brondeel,Goalkeeper,"Sep 7, 1993",28,188,right,"Aug 21, 2020","Jun 30, 2023",300000.0,willem ii tilburg
2,24.0,Connor van den Berg,Goalkeeper,"Mar 18, 2001",20,187,right,"Jul 1, 2019","Jun 30, 2024",50000.0,willem ii tilburg
3,6.0,Wessel Dammers,Centre-Back,"Mar 1, 1995",27,185,right,"Jan 29, 2022","Jun 30, 2022",700000.0,willem ii tilburg
4,4.0,Ulrik Jenssen,Centre-Back,"Jul 17, 1996",25,186,left,"Jul 24, 2021","Jun 30, 2024",650000.0,willem ii tilburg
5,5.0,Emil Bergström,Centre-Back,"May 19, 1993",28,188,right,"Jul 1, 2021","Jun 30, 2022",600000.0,willem ii tilburg
6,25.0,Nikolaos Michelis,Centre-Back,"Mar 23, 2001",20,192,left,"Jul 13, 2021","Mar 9, 2022",400000.0,willem ii tilburg
7,3.0,Freek Heerkens,Centre-Back,"Sep 13, 1989",32,185,right,"Jul 1, 2013","Jun 30, 2022",350000.0,willem ii tilburg
8,27.0,Derrick Köhn,Left-Back,"Feb 4, 1999",23,180,left,"Jul 1, 2020","Jun 30, 2023",650000.0,willem ii tilburg
9,18.0,Miquel Nelom,Left-Back,"Sep 22, 1990",31,175,left,"Sep 2, 2019","Jun 30, 2022",250000.0,willem ii tilburg
10,2.0,Kilian Ludewig,Right-Back,"Mar 5, 2000",22,175,right,"Jan 13, 2022","Jun 30, 2022",1000000.0,willem ii tilburg
11,13.0,Leeroy Owusu,Right-Back,"Aug 13, 1996",25,174,right,"Jul 1, 2020","Jun 30, 2023",650000.0,willem ii tilburg
12,20.0,Godfried Roemeratoe,Defensive Midfield,"Aug 19, 1999",22,178,right,"Aug 23, 2021","Jun 30, 2022",700000.0,willem ii tilburg
13,17.0,Driess Saddiki,Defensive Midfield,"Aug 9, 1996",25,179,right,"Jul 1, 2018","Jun 30, 2022",650000.0,willem ii tilburg
14,8.0,Pol Llonch,Central Midfield,"Oct 7, 1992",29,170,right,"Jul 1, 2018","Jun 30, 2024",800000.0,willem ii tilburg
15,22.0,Wesley Spieringhs,Central Midfield,"Jan 16, 2002",20,188,right,"Apr 9, 2021","Jun 30, 2023",450000.0,willem ii tilburg
16,15.0,Max Svensson,Left Midfield,"Jun 19, 1998",23,176,right,"Jul 11, 2021","Jun 30, 2024",650000.0,willem ii tilburg
17,19.0,Dan Crowley,Attacking Midfield,"Aug 3, 1997",24,174,right,"Feb 2, 2022","Jun 30, 2023",1000000.0,willem ii tilburg
18,23.0,Görkem Saglam,Attacking Midfield,"Apr 11, 1998",23,178,right,"Jan 20, 2020","Jun 30, 2022",700000.0,willem ii tilburg
19,29.0,Thijs Oosting,Attacking Midfield,"May 2, 2000",21,176,left,"Jan 31, 2022","Jun 30, 2026",600000.0,willem ii tilburg
20,16.0,Ringo Meerveld,Attacking Midfield,"Dec 21, 2002",19,177,right,"Aug 31, 2021","Jun 30, 2025",500000.0,willem ii tilburg
21,11.0,Mats Köhlert,Left Winger,"May 2, 1998",23,168,left,"Jul 1, 2019","Jun 30, 2022",700000.0,willem ii tilburg
22,14.0,Elton Kabangu,Left Winger,"Feb 8, 1998",24,178,left,"Aug 27, 2019","Jun 30, 2022",350000.0,willem ii tilburg
23,7.0,Ché Nunnely,Right Winger,"Feb 4, 1999",23,170,right,"Jul 1, 2019","Jun 30, 2022",900000.0,willem ii tilburg
24,10.0,Argyris Kampetsis,Centre-Forward,"May 6, 1999",22,186,both,"Aug 31, 2021","Jun 30, 2022",600000.0,willem ii tilburg
25,9.0,Jizz Hornkamp,Centre-Forward,"Mar 7, 1998",24,182,right,"Jan 24, 2022","Jun 30, 2024",400000.0,willem ii tilburg
